,barcode,description,finalPrice,itemPrice,needsFetchReview,partnerItemId,preventTargetGapPoints,quantityPurchased,userFlaggedBarcode,userFlaggedNewItem,userFlaggedPrice,userFlaggedQuantity,originalMetaBriteBarcode,originalMetaBriteDescription,pointsNotAwardedReason,pointsPayerId,rewardsGroup,rewardsProductPartnerId,brandCode,competitorRewardsGroup,discountedItemPrice,originalReceiptItemText,itemNumber,needsFetchReviewReason,originalMetaBriteQuantityPurchased,pointsEarned,targetPrice,competitiveProduct,userFlaggedDescription,deleted,priceAfterCoupon,metabriteCampaignId,originalFinalPrice,originalMetaBriteItemPrice,receipt_id,brandID,itemID
708,,,,,True,2,True,,034100573065,True,28.00,3,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,6000d4aa0a720f05f3000072,,709
709,,,,,True,1,True,,4011,True,22.00,4,,,,,,,,,,,,USER_FLAGGED,,,,,,,,,,,6000d4aa0a720f05f3000072,,710
710,4011,ITEM NOT FOUND,23.00,23.00,False,1,True,3,4011,True,23.00,3,,,,,,,,,,,,,,,,,,,,,,,6000d4ac0a7214ad4c000069,,711
711,4011,ITEM NOT FOUND,20.00,20.00,False,1,True,4,4011,True,20.00,4,,,,,,,,,,,,,,,,,,,,,,,6000d4ae0a720f05f3000075,,712
712,4011,ITEM NOT FOUND,20.00,20.00,False,1,True,1,4011,True,20.00,1,,,,,,,,,,,,,,,,,,,,,,,6000d4b00a7214ad4c00006c,,713
713,4011,ITEM NOT FOUND,21.00,21.00,False,1,True,3,4011,True,21.00,3,,,,,,,,,,,,,,,,,,,,,,,6000d4b10a720f05f3000076,,714
714,,,,,False,1,True,,4011,True,27.00,1,,,,,,,,,,,,,,,,,,,,,,,6000d4b50a720f05f3000078,,715
715,,,,,True,3,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,6000d4ba0a720f05f300007a,,716
716,,,,,True,2,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,6000d4ba0a720f05f300007a,,717
717,075925306254,,1,1,,1,,1.0,,,,,,,,,SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER,5e7cf838f221c312e698a628,,,,,,,,,,True,,,,,,,6000d4ba0a720f05f300007a,,718
718,,,,,True,11,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,6000d4ba0a720f05f300007a,,719
719,,,,,True,4,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,6000d4ba0a720f05f300007a,,720
720,,,,,True,5,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,6000d4ba0a720f05f300007a,,721
721,,,,,True,6,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,6000d4ba0a720f05f300007a,,722
722,,,,,True,7,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,6000d4ba0a720f05f300007a,,723
723,,,,,True,8,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,6000d4ba0a720f05f300007a,,724
724,,,,,True,9,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,6000d4ba0a720f05f300007a,,725
725,,,,,True,10,True,,034100573065,True,29.00,1.0,,,,,,,,,,,,USER_FLAGGED,,,,,MILLER LITE 24 PACK 12OZ CAN,,,,,,6000d4ba0a720f05f300007a,,726
726,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,3,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,6000d4bc0a7214ad4c000070,,727
727,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,10,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,6000d4bc0a7214ad4c000070,,728
728,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,9,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,6000d4bc0a7214ad4c000070,,729
729,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,8,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,6000d4bc0a7214ad4c000070,,730
730,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,7,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,6000d4bc0a7214ad4c000070,,731
731,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,1,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,6000d4bc0a7214ad4c000070,,732
732,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,5,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,6000d4bc0a7214ad4c000070,,733
733,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,4,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,6000d4bc0a7214ad4c000070,,734
734,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,2,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,6000d4bc0a7214ad4c000070,,735
735,034100573065,MILLER LITE 24 PACK 12OZ CAN,29,29,,6,,1,,,,,,,,5332f709e4b03c9a25efd0f1,MILLER LITE 24 PACK,5332f709e4b03c9a25efd0f1,,,,,,,,870.0,77,,,,,,,,6000d4bc0a7214ad4c000070,,736
736,051500720011,JIF CRMY PNT BTR JAR 40 OZ,2,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6000d4d30a720f05f3000081,,737
737,,DELETED ITEM,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,True,,,,,6000d4d30a720f05f3000081,,738
738,22,ITEM NOT FOUND,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6001f2470a7214ad4c00007a,,739
739,075706191031,CNS CLSC THN SPR BLCK OLV GRN PPR ONN WHL MLK MZRL PRMS RMN 25.49 OZ,5.99,5.99,,1031,,1,,,,,,,,,,559c2234e4b06aca36af13c6,CONNIE'S PIZZA,,5.99,CONNIES SUPREME PIZZ,,,,,,,,,,,,,600206000a720f05f3000087,,740
740,071146002487,CLB SNP CRSP BLCK PPR BKD 40 PCT LS FAT HRVS SNPS BAG 3.3 OZ,1.25,1.25,,1159,,1,,,,,,,,,,559c2234e4b06aca36af13c6,HARVEST SNAPS,,1.25,HRVST SNAPS BLACK PE,,,,,,,,,,,,,600206000a720f05f3000087,,741
741,754500797204,Hy-Vee Orange Cream Lowfat Yogurt,0.56,0.56,,1066,,1,,,,,,,,,,,HY-VEE,,0.56,HYV LF ORANGE CREAM,,,,,,,,,,,,,600206000a720f05f3000087,,742
742,036632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.56,0.56,,1065,,1,,,,,,,,,YOPLAIT GREEK YOGURT,5332f5f3e4b03c9a25efd0ae,LIGHT & FIT GREEK,,0.56,HYV LF KEY LIME PIE,,,,,,True,,,,,,,600206000a720f05f3000087,,743
743,,HYV HALF & HALF,1.84,1.84,,1064,,1,,,,,,,,,,,HY-VEE,,1.84,HYV HALF & HALF,,,,,,,,,,,,,600206000a720f05f3000087,,744
744,075450120400,Hy-Vee Cage Free Omega-3 Grade A Large Brown Eggs,1.99,1.99,,1063,,1,,,,,,,,,,,HY-VEE,,1.99,HV CAGE FREE LG WHT,,,,,,,,,,,,,600206000a720f05f3000087,,745
745,048500256763,DOLE ORANGE PEACH MANGO JUICE VITAMIN C ENRICHED FROM CONCNTRT PSTRZD CARTON 1 CT 59 OZ,1.31,1.31,,1053,,1,,,,,,,Action not allowed for user and CPG,5332f5fbe4b03c9a25efd0ba,DOLE BLENDS MULTI SERVE,5332f5fbe4b03c9a25efd0ba,DOLE,,1.31,DOLE BANANAS,,,,,,,,,,DOLE BLENDS MULTI SERVE,,,600206000a720f05f3000087,,746
746,075450093070,Hy-Vee Medium Cheddar Cheese Brick,4.99,4.99,,1050,,1,,,,,,,,,,,HY-VEE,,4.99,HYV MED CHED BRICK,,,,,,,,,,,,,600206000a720f05f3000087,,747
747,058449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,3.99,,1046,,1,,,,,,,,,,559c2234e4b06aca36af13c6,NATURE'S PATH ORGANIC,,3.99,NATURES PATH OF OATS,,,,,,,,,,,,,600206000a720f05f3000087,,748
748,058496723002,WSTMP SS CTSNK RPGBG CHKN 6.3OZ,1.99,1.99,,1043,,1,,,,,,,,,,550b2565e4b001d5e9e4146f,TEMPTATIONS,,1.99,TEMPT TASTY CHICKEN,,,,,,,,,,,,,600206000a720f05f3000087,,749
749,,KELL ORIG FRSTD MINI,4.29,4.29,,1041,,1,,,,,,,,,,,KELLOGG'S,,4.29,KELL ORIG FRSTD MINI,,,,,,,,,,,,,600206000a720f05f3000087,,750
750,,HYV KETTLE MESQ BBQ,2.39,2.39,,1040,,1,,,,,,,,,,,HY-VEE,,2.39,HYV KETTLE MESQ BBQ,,,,,,,,,,,,,600206000a720f05f3000087,,751
751,044500341720,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,3.99,,1088,,1,,,,,,,,,,559c2234e4b06aca36af13c6,HILLSHIRE FARM,OSCAR MAYER SAUSAGE LINK,3.99,HILLS TRKY POLSKA KI,,,,,,,,,,,,,600206000a720f05f3000087,,752
752,754500958803,Hy-Vee Diced Cooked Ham,2.99,2.99,,1089,,1,,,,,,,,,,,HY-VEE,,2.99,HYV DICED COOKED HAM,,,,,,,,,,,,,600206000a720f05f3000087,,753
753,,HYV EX SHARP CHEDDAR,2.79,2.79,,1090,,1,,,,,,,,,,,HY-VEE,,2.79,HYV EX SHARP CHEDDAR,,,,,,,,,,,,,600206000a720f05f3000087,,754
754,024105590051,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,6.99,,1091,,1,,,,,,,,,JUST BARE FRESH CHICKEN BREAST FILETS,559c2234e4b06aca36af13c6,JUST BARE,,6.99,JUST BARE CKN BREAST,,,,,,,,,,JUST BARE FRESH CHICKEN BREAST FILETS,,,600206000a720f05f3000087,,755
755,21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,5.99,,1092,,1,,,,,,,,,,,LAURA'S LEAN BEEF,,5.99,LEAN GRND BF 93% 7%,,,,,,,,,,,,,600206000a720f05f3000087,,756
756,028189000079,HTCH JLPN PPR SLCD JAR SLCT 12 OZ,1.19,1.19,,1037,,1,,,,,,,,,,559c2234e4b06aca36af13c6,HATCH FARMS,,1.19,HATCH NACHO SLCD JAL,,,,,,,,,,,,,600206000a720f05f3000087,,757
757,019600920106,Van de Kamp's - Crispy Fish Fillets 19.45-oz,6.99,6.99,,1033,,1,,,,,,,,,,559c2234e4b06aca36af13c6,VAN DE KAMP'S,SMART ONES,6.99,VAN DE KAMP JUMBO FI,,,,,,,,,,,,,600206000a720f05f3000087,,758
758,,HYV LF VANILLA YOGUR,0.54,0.54,,1027,,1,,,,,,,,,,,HY-VEE,,0.54,HYV LF VANILLA YOGUR,,,,,,,,,,,,,600206000a720f05f3000087,,759
759,,GG KLONDIKE GOLDUST,3.99,3.99,,1157,,1,,,,,,,,,,,GREEN GIANT,,3.99,GG KLONDIKE GOLDUST,,,,,,,,,,,,,600206000a720f05f3000087,,760
760,754500326305,Hy-Vee Clover Honey Bear,5.99,5.99,,1039,,1,,,,,,,,,,,HY-VEE,,5.99,HYV CLOVER HNY BEAR,,,,,,,,,,,,,600206000a720f05f3000087,,761
761,21251000000,Laura's Lean Beef Ground Beef 93% Lean & Natural,5.99,5.99,,1153,,1,,,,,,,,,,,LAURA'S LEAN BEEF,,5.99,LEAN GRND BF 93% 7%,,,,,,,,,,,,,600206000a720f05f3000087,,762
762,025500204215,Folgers Classic Roast Medium Caffeinated Coffee,14.98,14.98,,1131,,2,,,,,,,,,SWISS MISS CAFÉ,5e825d64f221c312e698a62a,FOLGERS,MAXWELL HOUSE GROUND COFFEE,14.98,FOLGERS CLASSIC ROAS,,,,,,True,,,,,,,600206000a720f05f3000087,,763
763,024105590051,JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ,6.99,6.99,,1151,,1,,,,,,,,,JUST BARE FRESH CHICKEN BREAST FILETS,559c2234e4b06aca36af13c6,JUST BARE,,6.99,JUST BARE CKN BREAST,,,,,,,,,,JUST BARE FRESH CHICKEN BREAST FILETS,,,600206000a720f05f3000087,,764
764,511111204206,SWANSON,5.58,5.58,,1083,,2,,,,,,,,5a734034e4b0d58f376be874,,5a734034e4b0d58f376be874,SWANSON,,5.58,SWANSON UNSLTD CKN,,,,55.8,,False,,,,,,,600206000a720f05f3000087,5a8c36dbe4b0ccf165fac9e9,765
765,,SPL K ORIGINAL,1.88,1.88,,1082,,1,,,,,,,,,,,SPECIAL K,,1.88,SPL K ORIGINAL,,,,,,,,,,,,,600206000a720f05f3000087,5332f9f1e4b03c9a25efd1c4,766
766,041390024368,KKMN SWT CHL RFRG AFTR OPNN SC BTL 13 OZ,3.79,3.79,,1080,,1,,,,,,,,,,559c2234e4b06aca36af13c6,KIKKOMAN,FOOD NETWORK KITCHEN INSPIRATIONS COOKING SAUCE,3.79,KIKKO THAI CHILI SCE,,,,,,,,,,,,,600206000a720f05f3000087,,767
767,,HYV SELECT WIDE NOOD,2.99,2.99,,1079,,1,,,,,,,,,,,HY-VEE SELECT,,2.99,HYV SELECT WIDE NOOD,,,,,,,,,,,,,600206000a720f05f3000087,,768
768,754502285808,Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips,2.39,2.39,,1078,,1,,,,,,,,,,,HY-VEE,,2.39,HYV KETTLE PUB MUSTA,,,,,,,,,,,,,600206000a720f05f3000087,,769
769,,HYV KETTLE MESQ BBQ,2.39,2.39,,1077,,1,,,,,,,,,,,HY-VEE,,2.39,HYV KETTLE MESQ BBQ,,,,,,,,,,,,,600206000a720f05f3000087,,770
770,072310001459,Bigelow Green Tea Bags with Lemon,3.49,3.49,,1075,,1,,,,,,,,,LIPTON TEA,5332f5f6e4b03c9a25efd0b4,BIGELOW,LIPTON TEA,3.49,BIGELOW GRN TEA W/LE,,,,,,True,,,,,,,600206000a720f05f3000087,,771
771,071007023095,EL MNT MLD BF BN GRN CHL BRT KP FRZN BAG 32 OZ,4.99,4.99,,1072,,1,,,,,,,,,,559c2234e4b06aca36af13c6,EL MONTEREY,,4.99,EL MONT GREEN CHILI,,,,,,,,,,,,,600206000a720f05f3000087,,772
772,075450085150,Hy-Vee Unsalted Sweet Butter Quarters,3.99,3.99,,1068,,1,,,,,,,,,,,HY-VEE,,3.99,HYV UNSLTD SWT BTR,,,,,,,,,,,,,600206000a720f05f3000087,,773
773,,HYV LF VANILLA YOGUR,0.56,0.56,,1067,,1,,,,,,,,,,,HY-VEE,,0.56,HYV LF VANILLA YOGUR,,,,,,,,,,,,,600206000a720f05f3000087,,774
774,048500052020,DL PNPL ORNG BNN FRZN CNCN CAN 48 OZ JC BLND 12 FL OZ,1.53,1.53,,1098,,1,,,,,,,,,DOLE 100% FRUIT JUICES,559c2234e4b06aca36af13c6,DOLE CHILLED FRUIT JUICES,,1.53,DOLE BANANAS,,,,,,,,,,DOLE 100% FRUIT JUICES,,,600206000a720f05f3000087,585a9653e4b03e62d1ce0e7b,775
775,,DOLE ITALIAN BLEND,3.49,3.49,,1100,,1,,,,,,,,,,,DOLE,,3.49,DOLE ITALIAN BLEND,,,,,,,,,,,,,600206000a720f05f3000087,,776
776,754500973400,Hy-Vee 4% Large Curd Cottage Cheese,1.47,1.47,,1111,,1,,,,,,,,,,,HY-VEE,,1.47,HYV 4% LRG CURD COTT,,,,,,,,,,,,,600206000a720f05f3000087,,777
777,075450079760,Hy-Vee Lowfat Blackberry Yogurt,0.56,0.56,,1112,,1,,,,,,,,,,,HY-VEE,,0.56,HYV LF BLACKBERRY YO,,,,,,,,,,,,,600206000a720f05f3000087,,778
778,754500947807,Hy-Vee Lemon Flavored Lowfat Yogurt,0.56,0.56,,1113,,1,,,,,,,,,,,HY-VEE,,0.56,HYV LF LEMON YOGURT,,,,,,,,,,,,,600206000a720f05f3000087,,779
779,,HYV LF PEACH YOGURT,0.56,0.56,,1114,,1,,,,,,,,,,,HY-VEE,,0.56,HYV LF PEACH YOGURT,,,,,,,,,,,,,600206000a720f05f3000087,,780
780,,HYV LF VANILLA YOGUR,0.56,0.56,,1115,,1,,,,,,,,,,,HY-VEE,,0.56,HYV LF VANILLA YOGUR,,,,,,,,,,,,,600206000a720f05f3000087,,781
781,,HYV EXTRA SHARP CHDD,4.99,4.99,,1150,,1,,,,,,,,,,,HY-VEE,,4.99,HYV EXTRA SHARP CHDD,,,,,,,,,,,,,600206000a720f05f3000087,,782
782,044500341720,Hillshire Farm - Turkey Polska Kielbasa 13.00-oz,3.99,3.99,,1149,,1,,,,,,,,,,559c2234e4b06aca36af13c6,HILLSHIRE FARM,OSCAR MAYER SAUSAGE LINK,3.99,HILLS TRKY POLSKA KI,,,,,,,,,,,,,600206000a720f05f3000087,,783
783,058449450023,NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ,3.99,3.99,,1144,,1,,,,,,,,,,559c2234e4b06aca36af13c6,NATURE'S PATH ORGANIC,,3.99,NATURES PATH OF OATS,,,,,,,,,,,,,600206000a720f05f3000087,,784
784,041000004087,"Lipton Recipe Secrets Beefy Onion Recipe Soup & Dip Mix, 2 count, 2.2 oz",1.99,1.99,,1141,,1,,,,,,,,5332f5f6e4b03c9a25efd0b4,LIPTON RECIPE SECRETS,5332f5f6e4b03c9a25efd0b4,LIPTON,,1.99,LIPTON BEEFY ONION,,,,19.9,,,,,,LIPTON RECIPE SECRETS,,,600206000a720f05f3000087,5332f603e4b03c9a25efd0bf,785
785,018627030010,Kashi Granola Bars - Chewy Honey Almond Flax,3.77,3.77,,1140,,1,,,,,,,,,NATURE VALLEY CHEWY BARS,5332f5f3e4b03c9a25efd0ae,KASHI,,3.77,KASHI GOPLAY HNY ALM,,,,,,True,,,,,,,600206000a720f05f3000087,,786
786,,KASHI GOFLOW CINN CR,3.77,3.77,,1139,,1,,,,,,,,,,,KASHI,,3.77,KASHI GOFLOW CINN CR,,,,,,,,,,,,,600206000a720f05f3000087,,787
787,021000604647,KRAFT Cheese - Pasteurized Prepared American Singles,3.29,3.29,,1152,,1,,,,,,,,,SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER,5e7cf838f221c312e698a628,KRAFT,,3.29,KRAFT AMER SINGLES,,,,,,True,,,,KRAFT SINGLES,,,600206000a720f05f3000087,55a41b88e4b0d0a65b3692f0,788
788,754500355602,Hy-Vee Seasoned Croutons,1.79,1.79,,1138,,1,,,,,,,,,,,HY-VEE,,1.79,HYV SEASONED CROUTON,,,,,,,,,,,,,600206000a720f05f3000087,,789
789,,HYV KETTLE CHIP ORIG,3.69,3.69,,1135,,1,,,,,,,,,,,HY-VEE,,3.69,HYV KETTLE CHIP ORIG,,,,,,,,,,,,,600206000a720f05f3000087,,790
790,754501311409,Hy-Vee Kettle Cooked Buffalo & Blue Cheese Potato Chips,1.67,1.67,,1133,,1,,,,,,,,,,,HY-VEE,,1.67,HYV KETTLE BUFFALO&B,,,,,,,,,,,,,600206000a720f05f3000087,,791
791,,CAL ORG WHOLE CARTS,2.49,2.49,,1097,,1,,,,,,,,,,,CAL-ORGANIC FARMS,,2.49,CAL ORG WHOLE CARTS,,,,,,,,,,,,,600206000a720f05f3000087,,792
792,039400015031,Bush's Best Chili Beans - Kidney Beans in Mild Chili Sauce,1.59,1.59,,1123,,1,,,,,,,,,BIRDS EYE STEAMFRESH PLAIN FROZEN VEGETABLES,5e825d64f221c312e698a62a,BUSH'S BEST,,1.59,BUSHS MILD KIDNEY CH,,,,,,True,,,,,,,600206000a720f05f3000087,,793
793,,BUSHS HOT RED CHILI,1.59,1.59,,1122,,1,,,,,,,,,,,BUSH'S BEST,,1.59,BUSHS HOT RED CHILI,,,,,,,,,,,,,600206000a720f05f3000087,,794
794,075450085150,Hy-Vee Unsalted Sweet Butter Quarters,2.77,2.77,,1116,,1,,,,,,,,,,,HY-VEE,,2.77,HYV UNSLTD SWT BTR,,,,,,,,,,,,,600206000a720f05f3000087,,795
795,754502285808,Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips,1.67,1.67,,1136,,1,,,,,,,,,,,HY-VEE,,1.67,HYV KETTLE PUB MUSTA,,,,,,,,,,,,,600206000a720f05f3000087,,796
796,036632011077,Light & Fit Greek Crunch Key Lime Pie Yogurt,0.54,0.54,,1025,,1,,,,,,,,,YOPLAIT GREEK YOGURT,5332f5f3e4b03c9a25efd0ae,LIGHT & FIT GREEK,,0.54,HYV LF KEY LIME PIE,,,,,,True,,,,,,,600206000a720f05f3000087,,797
797,,HYV LF PEACH YOGURT,0.54,0.54,,1026,,1,,,,,,,,,,,HY-VEE,,0.54,HYV LF PEACH YOGURT,,,,,,,,,,,,,600206000a720f05f3000087,,798
798,,HYV LF BLUEBERRY YOG,0.54,0.54,,1024,,1,,,,,,,,,,,HY-VEE,,0.54,HYV LF BLUEBERRY YOG,,,,,,,,,,,,,600206000a720f05f3000087,,799
799,,PINATA APPLES,0.88,0.88,,1164,,1,,,,,,,,,,,,,0.88,PINATA APPLES,,,,,,,,,,,,,600206000a720f05f3000087,,800
800,,MONTEREY SLCD BABY B,2.50,2.50,,1162,,1,,,,,,,,,,,,,2.50,MONTEREY SLCD BABY B,,,,,,,,,,,,,600206000a720f05f3000087,,801
801,,Green Bell Peppers,0.77,0.77,,1158,,1,,,,,,,,,,,,,0.77,GREEN BELL PEPPERS,,,,,,,,,,,,,600206000a720f05f3000087,,802
802,,NOLE VERY VEGGIE SLD,3.49,3.49,,1156,,1,,,,,,,,,,,,,3.49,NOLE VERY VEGGIE SLD,,,,,,,,,,,,,600206000a720f05f3000087,,803
803,,FRSH BNLS PORK LOIN,4.56,4.56,,1148,,1,,,,,,,,,,,,,4.56,FRSH BNLS PORK LOIN,,,,,,,,,,,,,600206000a720f05f3000087,,804
804,,LUIGES DELUXE P1ZZA,11.98,11.98,,1119,,2,,,,,,,,,,,,,11.98,LUIGES DELUXE P1ZZA,,,,,,,,,,,,,600206000a720f05f3000087,,805
805,,BAREFOOT PINOT NOIR,19.99,19.99,,1108,,1,,,,,,,,,,,,,19.99,BAREFOOT PINOT NOIR,,,,,,,,,,,,,600206000a720f05f3000087,,806
806,4093,Large Yellow Onions,1.82,1.82,,1104,,1,,,,,,,,,,,,,1.82,YELLOW ONIONS,,,,,,,,,,,,,600206000a720f05f3000087,,807
807,,Leek,3.99,3.99,,1103,,1,,,,,,,,,,,,,3.99,LEEK,,,,,,,,,,,,,600206000a720f05f3000087,,808
808,4069,Green Cabbage,2.05,2.05,,1101,,1,,,,,,,,,,,,,2.05,GREEN CABBAGE,,,,,,,,,,,,,600206000a720f05f3000087,,809
809,4060,Broccoli,2.99,2.99,,1096,,1,,,,,,,,,,,,,2.99,BROCCOLI,,,,,,,,,,,,,600206000a720f05f3000087,,810
810,,Blueberries,2.99,2.99,,1095,,1,,,,,,,,,,,,,2.99,BLUEBERRIES,,,,,,,,,,,,,600206000a720f05f3000087,,811
811,,Organic Baby Spinach,1.88,1.88,,1161,,1,,,,,,,,,,,,,1.88,JOSIES ORG BABY SPIN,,,,,,,,,,,,,600206000a720f05f3000087,,812
812,4166,Other Sweet Onions,0.91,0.91,,1058,,1,,,,,,,,,,,,,0.91,SWEET ONIONS,,,,,,,,,,,,,600206000a720f05f3000087,,813
813,,Green Bell Peppers,0.88,0.88,,1057,,1,,,,,,,,,,,,,0.88,GREEN BELL PEPPERS,,,,,,,,,,,,,600206000a720f05f3000087,,814
814,4816,Golden Sweet Potato,2.21,2.21,,1055,,1,,,,,,,,,,,,,2.21,GOLDEN SWT POTATO,,,,,,,,,,,,,600206000a720f05f3000087,,815
815,,SIMPLY HVY DUTY FOIL,2.99,2.99,,1042,,1,,,,,,,,,,,,,2.99,SIMPLY HVY DUTY FOIL,,,,,,,,,,,,,600206000a720f05f3000087,,816
816,,GRIMES NSA RED KIDNE,1.09,1.09,,1036,,1,,,,,,,,,,,,,1.09,GRIMES NSA RED KIDNE,,,,,,,,,,,,,600206000a720f05f3000087,,817
817,,HV MIXED VEGETABLES,2.29,2.29,,1032,,1,,,,,,,,,,,,,2.29,HV MIXED VEGETABLES,,,,,,,,,,,,,600206000a720f05f3000087,,818
818,,1% Milk,3.99,3.99,,1028,,1,,,,,,,,,,,,,3.99,SASSY COW 1% MILK,,,,,,,,,,,,,600206000a720f05f3000087,,819
819,,2% Milk,4.09,4.09,,1069,,1,,,,,,,,,,,,,4.09,SASSY COW 2% MILK,,,,,,,,,,,,,600206000a720f05f3000087,,820
820,043000716021,YUBAN Traditional Medium Roast Ground Coffee 12 oz. Canister,5.99,5.99,,1085,,1,,,,,,,,559c2234e4b06aca36af13c6,YUBAN COFFEE,559c2234e4b06aca36af13c6,YUBAN,,5.99,YUBAN TRDTNL ROAST,,,,30.0,,,,,,YUBAN COFFEE,,,600206000a720f05f3000087,580dffade4b0f32b2de21384,821
821,,HYV GRADE A X LRG EG,1.29,1.29,,1023,,1,,,,,,,,,,,HY-VEE,,1.29,HYV GRADE A X LRG EG,,,,,,,,,,,,,600206000a720f05f3000087,,822
822,511111204206,SWANSON,5.58,5.58,,1083,,2,,,,,,,,5a734034e4b0d58f376be874,,5a734034e4b0d58f376be874,SWANSON,,5.58,SWANSON UNSLTD CKN,,,,55.8,,False,,,,,,,600208270a720f05f3000088,5a8c36dbe4b0ccf165fac9e9,823
823,043000716021,YUBAN Traditional Medium Roast Ground Coffee 12 oz. Canister,5.99,5.99,,1085,,1,,,,,,,,559c2234e4b06aca36af13c6,YUBAN COFFEE,559c2234e4b06aca36af13c6,YUBAN,,5.99,YUBAN TRDTNL ROAST,,,,30.0,,,,,,YUBAN COFFEE,,,600208270a720f05f3000088,580dffade4b0f32b2de21384,824
824,,HYV GRADE A X LRG EG,1.29,1.29,,1023,,1,,,,,,,,,,,HY-VEE,,1.29,HYV GRADE A X LRG EG,,,,,,,,,,,,,600208270a720f05f3000088,,825
825,,HYV LF BLUEBERRY YOG,0.54,0.54,,1024,,1,,,,,,,,,,,HY-VEE,,0.54,HYV LF BLUEBERRY YOG,,,,,,,,,,,,,600208270a720f05f3000088,,826
